year,month,n_tokens_title,n_tokens_content,num_imgs,num_videos,aticle_type,week_day,shares,popular
2013,1,9,245,10,1,Viral,Thursday,3800,1
2013,1,10,891,1,0,Entertainment,Thursday,933,0
2013,1,7,1121,1,0,Tech,Thursday,2500,1
2013,1,11,993,1,0,Business,Thursday,1700,1
2013,1,13,309,1,0,Tech,Thursday,2400,1
2013,1,9,174,1,0,Lifestyle,Thursday,11400,1
2013,1,11,159,1,0,Viral,Thursday,308,0
2013,1,8,449,15,0,Viral,Thursday,1400,1
2013,1,13,243,0,1,Entertainment,Thursday,762,0
2013,1,9,222,1,1,Entertainment,Thursday,1200,0
2013,1,12,160,0,1,Business,Thursday,657,0
2013,1,8,1015,11,3,Entertainment,Thursday,1200,0
2013,1,8,344,1,0,Lifestyle,Thursday,11800,1
2013,1,10,1028,20,0,Lifestyle,Thursday,2400,1
2013,1,11,347,0,1,Business,Thursday,794,0
2013,1,8,848,20,0,Tech,Thursday,1500,1
2013,1,11,255,1,0,Business,Thursday,1300,0
2013,1,8,424,1,0,Viral,Thursday,1200,0
2013,1,8,1289,5,0,Tech,Thursday,1900,1
2013,1,10,286,1,0,Viral,Thursday,1500,1
2013,1,10,347,1,0,Business,Thursday,698,0
2013,1,10,280,0,11,Viral,Thursday,1100,0
2013,1,8,396,1,0,Entertainment,Thursday,742,0
2013,1,7,665,1,0,Entertainment,Thursday,2000,1
2013,1,7,428,1,0,Entertainment,Thursday,1000,0
2013,1,10,727,1,0,Business,Thursday,1500,1
2013,1,12,270,1,0,Lifestyle,Thursday,1200,0
2013,1,8,322,1,11,Viral,Thursday,751,0
2013,1,7,518,1,0,Social Media,Thursday,775,0
2013,1,16,487,1,0,Business,Thursday,569,0
2013,1,11,264,1,0,Viral,Thursday,3000,1
2013,1,11,149,1,0,Tech,Thursday,1500,1
2013,1,12,62,0,1,Viral,Thursday,1100,0
2013,1,8,75,0,1,Viral,Thursday,979,0
2013,1,16,143,0,1,Business,Thursday,802,0
2013,1,7,1154,19,0,Tech,Thursday,2300,1
2013,1,8,1303,34,0,Tech,Thursday,835,0
2013,1,8,494,1,0,Business,Thursday,2000,1
2013,1,12,213,0,1,Viral,Thursday,12000,1
2013,1,11,180,1,1,Tech,Thursday,423,0
2013,1,6,106,0,1,Entertainment,Thursday,1000,0
2013,1,7,606,1,0,Business,Thursday,1600,1
2013,1,9,339,0,21,Viral,Thursday,1400,1
2013,1,8,279,1,0,Lifestyle,Thursday,2400,1
2013,1,9,340,0,0,Tech,Thursday,1200,0
2013,1,8,962,1,0,Tech,Thursday,1500,1
2013,1,12,135,0,0,Tech,Thursday,1400,1
2013,1,12,185,1,0,Tech,Thursday,1000,0
2013,1,12,344,1,0,Business,Thursday,400,0
2013,1,12,698,1,0,Business,Friday,1700,1
2013,1,13,310,0,12,World,Friday,3200,1
2013,1,8,461,1,0,Viral,Friday,1100,0
2013,1,9,318,0,0,Tech,Friday,4400,1
2013,1,10,294,0,21,Viral,Friday,1400,1
2013,1,9,930,1,0,Business,Friday,924,0
2013,1,10,682,1,0,Business,Friday,1900,1
2013,1,10,349,1,0,Lifestyle,Friday,1300,0
2013,1,5,1302,19,0,Tech,Friday,1300,0
2013,1,13,220,1,0,Tech,Friday,1800,1
2013,1,13,140,0,0,Entertainment,Friday,37400,1
2013,1,12,341,1,1,Entertainment,Friday,18000,1
2013,1,9,537,13,0,Viral,Friday,2500,1
2013,1,8,358,1,0,Social Media,Friday,18200,1
2013,1,11,221,1,0,Entertainment,Friday,924,0
2013,1,10,195,1,0,Tech,Friday,730,0
2013,1,10,604,1,0,Lifestyle,Friday,3500,1
2013,1,11,707,1,0,Tech,Friday,1900,1
2013,1,10,331,1,0,Viral,Friday,614,0
2013,1,9,529,18,0,Tech,Friday,2900,1
2013,1,6,358,1,0,Social Media,Friday,1600,1
2013,1,11,877,1,1,World,Friday,1100,0
2013,1,8,270,0,0,Lifestyle,Friday,1100,0
2013,1,14,233,7,0,Viral,Friday,2200,1
2013,1,8,264,0,7,Entertainment,Friday,582,0
2013,1,8,148,0,1,Entertainment,Friday,1000,0
2013,1,10,315,1,0,Entertainment,Friday,1700,1
2013,1,14,696,1,0,Viral,Friday,720,0
2013,1,11,98,0,1,Viral,Friday,19800,1
2013,1,7,719,1,0,Lifestyle,Friday,1500,1
2013,1,11,1364,28,0,Tech,Friday,3000,1
2013,1,11,1408,33,0,Tech,Friday,2500,1
2013,1,12,324,0,11,Viral,Friday,4400,1
2013,1,11,257,1,0,Entertainment,Friday,1400,1
2013,1,9,328,1,0,Tech,Friday,1600,1
2013,1,10,204,1,0,Business,Friday,2100,1
2013,1,10,230,1,0,Lifestyle,Friday,1100,0
2013,1,12,996,25,0,Tech,Friday,2100,1
2013,1,13,578,19,1,Tech,Friday,840,0
2013,1,11,1175,20,0,Tech,Friday,1100,0
2013,1,11,291,1,0,Viral,Friday,1600,1
2013,1,10,416,0,0,Viral,Friday,2100,1
2013,1,8,208,1,0,Viral,Friday,2200,1
2013,1,11,151,0,0,Social Media,Friday,9000,1
2013,1,12,337,0,11,World,Friday,622,0
2013,1,13,178,1,0,Tech,Friday,1000,0
2013,1,9,787,26,0,Tech,Friday,658,0
2013,1,6,325,0,0,Tech,Friday,1400,1
2013,1,10,476,4,0,Tech,Friday,1500,1
2013,1,12,470,7,0,Tech,Friday,2300,1
2013,1,8,252,1,10,Viral,Friday,5200,1
2013,1,7,203,1,0,World,Saturday,5300,1
2013,1,11,351,1,0,Tech,Saturday,1600,1
2013,1,11,566,11,0,Viral,Saturday,6300,1
2013,1,13,297,21,0,Tech,Saturday,2000,1
2013,1,8,104,1,0,Viral,Saturday,2300,1
2013,1,9,1438,1,0,Tech,Saturday,1900,1
2013,1,13,293,1,0,Social Media,Saturday,1700,1
2013,1,7,655,26,0,Tech,Saturday,1600,1
2013,1,10,995,1,0,Business,Saturday,1400,1
2013,1,14,138,0,0,Business,Saturday,2100,1
2013,1,13,1081,20,0,Tech,Saturday,3400,1
2013,1,12,321,0,0,Tech,Saturday,1000,0
2013,1,10,910,20,0,Tech,Saturday,1800,1
2013,1,13,747,1,0,Viral,Saturday,25200,1
2013,1,10,1159,19,0,Lifestyle,Saturday,15700,1
2013,1,11,147,0,0,Viral,Saturday,1700,1
2013,1,12,138,0,1,World,Saturday,2700,1
2013,1,9,738,11,0,Tech,Saturday,5400,1
2013,1,7,935,20,0,Tech,Saturday,1300,0
2013,1,10,1036,20,1,Tech,Saturday,3800,1
2013,1,10,996,1,0,Viral,Sunday,7900,1
2013,1,10,331,1,0,Viral,Sunday,731,0
2013,1,10,497,9,0,Viral,Sunday,1900,1
2013,1,9,678,1,0,Business,Sunday,3100,1
2013,1,7,211,11,0,Lifestyle,Sunday,1900,1
2013,1,9,1821,20,0,Lifestyle,Sunday,9700,1
2013,1,12,190,0,0,World,Sunday,3400,1
2013,1,13,174,1,2,Entertainment,Sunday,894,0
2013,1,10,1245,16,2,Entertainment,Sunday,1300,0
2013,1,16,83,1,0,Viral,Sunday,2100,1
2013,1,11,400,1,0,Tech,Sunday,12100,1
2013,1,6,279,1,10,Viral,Sunday,1400,1
2013,1,9,180,7,0,Viral,Sunday,3700,1
2013,1,12,771,6,0,Lifestyle,Sunday,2200,1
2013,1,12,327,1,0,Entertainment,Sunday,1300,0
2013,1,10,536,1,0,Tech,Sunday,1600,1
2013,1,10,713,1,0,Viral,Sunday,1400,1
2013,1,10,456,6,0,Social Media,Sunday,14300,1
2013,1,11,416,11,0,Lifestyle,Sunday,33100,1
2013,1,12,1267,12,0,Viral,Sunday,3400,1
2013,1,10,165,0,1,Viral,Sunday,5400,1
2013,1,11,227,10,0,Viral,Sunday,5600,1
2013,1,9,120,0,0,World,Sunday,618,0
2013,1,14,268,6,0,Entertainment,Sunday,2300,1
2013,1,9,695,18,0,Tech,Monday,8000,1
2013,1,11,501,1,0,Viral,Monday,630,0
2013,1,9,282,0,1,Viral,Monday,2900,1
2013,1,14,375,1,0,Business,Monday,5800,1
2013,1,10,324,1,0,World,Monday,2000,1
2013,1,11,792,10,0,Business,Monday,1900,1
2013,1,12,230,1,0,Business,Monday,909,0
2013,1,13,732,1,0,Lifestyle,Monday,705,0
2013,1,10,350,1,0,Lifestyle,Monday,2700,1
2013,1,12,315,1,0,Viral,Monday,699,0
2013,1,11,317,1,1,Entertainment,Monday,2100,1
2013,1,11,419,1,0,Viral,Monday,1900,1
2013,1,8,275,1,0,Business,Monday,636,0
2013,1,13,197,0,1,Entertainment,Monday,432,0
2013,1,8,1046,1,0,Entertainment,Monday,3000,1
2013,1,11,732,1,0,Business,Monday,621,0
2013,1,14,207,0,0,Lifestyle,Monday,5300,1
2013,1,8,434,1,0,Tech,Monday,1600,1
2013,1,9,276,0,0,Viral,Monday,1700,1
2013,1,12,497,1,0,Business,Monday,649,0
2013,1,9,91,1,0,Business,Monday,476,0
2013,1,11,176,0,1,Business,Monday,1300,0
2013,1,12,415,1,0,Entertainment,Monday,1900,1
2013,1,12,1298,1,0,Tech,Monday,1700,1
2013,1,13,273,1,0,Viral,Monday,1800,1
2013,1,10,601,1,0,Viral,Monday,586,0
2013,1,7,221,1,0,Business,Monday,1100,0
2013,1,10,205,1,0,Social Media,Monday,992,0
2013,1,11,469,1,1,Entertainment,Monday,950,0
2013,1,13,208,0,1,Viral,Monday,903,0
2013,1,9,349,1,0,Tech,Monday,1500,1
2013,1,5,651,12,0,Entertainment,Monday,1700,1
2013,1,10,374,1,0,Business,Monday,1600,1
2013,1,8,264,0,0,World,Monday,1500,1
2013,1,8,1202,16,0,Entertainment,Monday,1200,0
2013,1,10,203,1,1,Lifestyle,Monday,1300,0
2013,1,9,652,1,1,Tech,Monday,1300,0
2013,1,9,714,1,0,Entertainment,Monday,862,0
2013,1,8,1579,1,1,Business,Monday,1200,0
2013,1,11,955,19,0,Lifestyle,Monday,2600,1
2013,1,8,701,12,0,Social Media,Monday,4900,1
2013,1,8,633,27,0,Tech,Monday,1900,1
2013,1,10,604,26,0,Tech,Monday,2700,1
2013,1,12,876,1,0,Business,Monday,1100,0
2013,1,12,528,1,0,Entertainment,Monday,3000,1
2013,1,10,342,0,10,Viral,Monday,727,0
2013,1,12,513,1,0,Entertainment,Monday,1100,0
2013,1,12,324,1,0,Lifestyle,Monday,498,0
2013,1,9,187,1,0,Tech,Monday,1300,0
2013,1,12,291,13,0,Viral,Monday,1300,0
2013,1,9,334,5,0,Entertainment,Monday,1400,1
2013,1,11,298,14,1,Viral,Monday,884,0
2013,1,11,276,1,0,Viral,Monday,1200,0
2013,1,11,1383,26,0,Viral,Monday,645,0
2013,1,10,260,0,21,World,Monday,429,0
2013,1,13,749,1,1,Entertainment,Monday,39400,1
2013,1,9,286,1,0,Business,Monday,811,0
2013,1,11,121,1,0,Tech,Monday,5200,1
2013,1,13,109,1,0,Tech,Monday,756,0
2013,1,9,303,1,0,Business,Monday,498,0
2013,1,12,1550,26,0,Viral,Monday,2200,1
2013,1,10,223,0,0,Lifestyle,Monday,1300,0
2013,1,11,170,0,0,Entertainment,Monday,440,0
2013,1,11,722,1,0,Business,Monday,983,0
2013,1,9,388,1,0,Tech,Monday,2800,1
2013,1,10,364,1,0,Tech,Monday,1200,0
2013,1,7,1160,42,0,Tech,Monday,1300,0
2013,1,9,354,1,0,Entertainment,Monday,423,0
2013,1,13,149,0,1,Business,Monday,735,0
2013,1,12,225,0,2,Viral,Monday,1100,0
2013,1,9,281,1,0,Viral,Monday,718,0
2013,1,12,596,9,0,Social Media,Monday,1400,1
2013,1,8,263,11,0,Social Media,Monday,1100,0
2013,1,8,272,0,12,World,Monday,544,0
2013,1,10,658,1,0,Viral,Monday,2400,1
2013,1,9,563,1,0,Social Media,Monday,6000,1
2013,1,11,372,1,0,Social Media,Monday,1200,0
2013,1,9,452,1,0,Lifestyle,Monday,2300,1
2013,1,12,400,1,0,Viral,Tuesday,581,0
2013,1,11,1475,1,0,Tech,Tuesday,6800,1
2013,1,9,462,1,1,Entertainment,Tuesday,752,0
2013,1,8,293,1,0,Lifestyle,Tuesday,866,0
2013,1,12,965,0,26,Viral,Tuesday,5000,1
2013,1,10,960,1,0,Entertainment,Tuesday,1200,0
2013,1,13,200,0,0,Viral,Tuesday,3200,1
2013,1,9,446,0,0,Lifestyle,Tuesday,442,0
2013,1,10,462,1,0,Business,Tuesday,2900,1
2013,1,11,144,1,0,Viral,Tuesday,1100,0
2013,1,13,171,1,0,Viral,Tuesday,2200,1
2013,1,7,354,0,0,Tech,Tuesday,1900,1
2013,1,7,432,0,1,Business,Tuesday,2400,1
2013,1,11,327,1,2,Entertainment,Tuesday,730,0
2013,1,8,1338,11,0,Tech,Tuesday,5900,1
2013,1,12,803,1,0,Viral,Tuesday,458,0
2013,1,11,389,1,0,Business,Tuesday,2100,1
2013,1,11,400,1,0,Lifestyle,Tuesday,1600,1
2013,1,12,537,1,0,Viral,Tuesday,462,0
2013,1,12,193,0,1,Tech,Tuesday,2500,1
2013,1,11,231,1,1,Entertainment,Tuesday,1900,1
2013,1,10,356,9,0,Entertainment,Tuesday,593,0
2013,1,10,579,1,0,Lifestyle,Tuesday,1300,0
2013,1,9,912,1,0,Social Media,Tuesday,5400,1
2013,1,8,408,1,0,Business,Tuesday,1100,0
2013,1,11,403,0,1,Social Media,Tuesday,3800,1
2013,1,9,306,1,0,Business,Tuesday,725,0
2013,1,10,291,1,0,Business,Tuesday,787,0
2013,1,7,437,1,0,Social Media,Tuesday,8900,1
2013,1,5,141,1,1,Social Media,Tuesday,5500,1
2013,1,10,253,1,0,Business,Tuesday,1900,1
2013,1,9,286,1,1,Viral,Tuesday,463,0
2013,1,11,182,1,0,Entertainment,Tuesday,368,0
2013,1,12,310,0,0,Tech,Tuesday,1300,0
2013,1,13,155,0,1,World,Tuesday,957,0
2013,1,9,344,11,0,Social Media,Tuesday,1200,0
2013,1,10,381,1,0,World,Tuesday,484,0
2013,1,9,282,1,0,Tech,Tuesday,17100,1
2013,1,9,641,1,0,Business,Tuesday,2300,1
2013,1,8,478,10,0,Social Media,Tuesday,2300,1
2013,1,15,184,0,1,Tech,Tuesday,3100,1
2013,1,11,408,1,0,Lifestyle,Tuesday,2400,1
2013,1,10,463,1,0,Viral,Tuesday,1100,0
2013,1,10,678,1,0,Entertainment,Tuesday,568,0
2013,1,9,187,0,0,Tech,Tuesday,4200,1
2013,1,10,358,0,0,Entertainment,Tuesday,2200,1
2013,1,8,291,0,1,Lifestyle,Tuesday,968,0
2013,1,8,226,1,0,Business,Tuesday,1800,1
2013,1,11,220,1,0,Business,Tuesday,2000,1
2013,1,9,394,1,0,World,Tuesday,768,0
2013,1,11,156,1,0,Viral,Tuesday,635,0
2013,1,10,415,1,0,Lifestyle,Tuesday,1000,0
2013,1,10,549,17,0,Social Media,Tuesday,4800,1
2013,1,9,1089,1,0,Tech,Tuesday,685,0
2013,1,8,615,1,9,Viral,Tuesday,1500,1
2013,1,6,535,10,0,World,Tuesday,6300,1
2013,1,9,410,0,1,Viral,Tuesday,2000,1
2013,1,9,448,1,0,Lifestyle,Tuesday,902,0
2013,1,12,986,1,0,Viral,Tuesday,1200,0
2013,1,9,679,13,0,Tech,Tuesday,1700,1
2013,1,10,232,0,0,Tech,Tuesday,1000,0
2013,1,11,1069,20,0,Social Media,Tuesday,824,0
2013,1,10,300,1,2,Entertainment,Tuesday,5100,1
2013,1,6,1060,1,0,Viral,Tuesday,2500,1
2013,1,6,301,0,12,Viral,Tuesday,2900,1
2013,1,10,537,1,0,Business,Tuesday,933,0
2013,1,8,286,15,1,Viral,Tuesday,480,0
2013,1,11,182,0,0,Tech,Tuesday,3200,1
2013,1,10,120,0,0,World,Tuesday,1000,0
2013,1,11,241,1,1,Viral,Tuesday,660,0
2013,1,9,420,1,0,Lifestyle,Tuesday,1800,1
2013,1,11,402,1,0,Viral,Tuesday,2600,1
2013,1,11,660,1,0,Viral,Tuesday,757,0
2013,1,15,233,1,0,Business,Tuesday,1300,0
2013,1,8,288,15,1,Viral,Tuesday,514,0
2013,1,8,744,1,0,Viral,Tuesday,2100,1
2013,1,9,282,1,0,Entertainment,Tuesday,1200,0
